,full_name,gender,type,state,district,full_district,party,personal_twitter,official_twitter,partisan_lean_2018,partisan_lean_2020,last_name,first_name,middle_name,suffix,url,address,phone,contact_form,rss_url,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,Bio,Follower Count
304,Tim Walberg,M,rep,MI,7.0,MI-7,R,TimWalberg,RepWalberg,R+14.04,R+9.64,Walberg,Tim,,,https://walberg.house.gov,2266 Rayburn House Office Building Washington DC 20515-2207,202-225-6276,,http://walberg.house.gov/news/rss.aspx,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,W000798,1855.0,N00026368,,H4MI07103,1022844.0,412213,8618.0,Tim Walberg,,20725.0,Tim Walberg,proven conservative leader fighting for michigan job creation  less government spending  and more freedom ,1522.0
305,Elissa Slotkin,F,rep,MI,8.0,MI-8,D,ElissaSlotkin,RepSlotkin,R+7.18,R+2.74,Slotkin,Elissa,,,https://slotkin.house.gov,1210 Longworth House Office Building Washington DC 20515-2208,202-225-4872,,,,,,S001208,,N00041357,,H8MI08102,,412784,181080.0,Elissa Slotkin,,21965.0,Elissa Slotkin,proudly working for  mi08  fighting for cheaper prescription drugs  clean water  better politics  national security professional  proud michigander ,49281.0
306,Andy Levin,M,rep,MI,9.0,MI-9,D,Andy_Levin,RepAndyLevin,D+8.62,D+13.03,Levin,Andy,,,https://andylevin.house.gov,312 Cannon House Office Building Washington DC 20515-2209,202-225-4961,,,,,,L000592,,N00042149,,H8MI09118,,412785,66287.0,Andy Levin,,21940.0,Andy Levin,congressman in  mi09  union organizer  clean energy entrepreneur  human rights activist  dad joke teller  hockey player ,8605.0
307,Lisa C. McClain,F,rep,MI,10.0,MI-10,R,LisaForCongress,RepLisaMcClain,R+27.01,R+22.77,McClain,Lisa,C.,,https://mcclain.house.gov,218 Cannon House Office Building Washington DC 20515-2210,202-225-2106,,,,,,M001136,,,,H0MI10287,,456827,,Lisa McClain,,,Lisa McClain,congresswoman for michigan s 10th district  political outsider  job creator  businesswoman  coming to congress to get things done ,3059.0
308,Haley M. Stevens,F,rep,MI,11.0,MI-11,D,HaleyLive,RepHaleyStevens,R+6.41,R+1.97,Stevens,Haley,M.,,https://stevens.house.gov,1510 Longworth House Office Building Washington DC 20515-2211,202-225-8171,,,,,,S001215,,N00040915,,H8MI11254,,412786,181092.0,Haley Stevens,,21972.0,Haley Stevens,u s congresswoman for the incredible people of michigan\xe2\x80\x99s 11th district \xf0\x9f\x98\x8apersonal account \xf0\x9f\x99\x8b\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f she/her  \xe2\x9d\xa4\xef\xb8\x8f,29246.0
309,Debbie Dingell,F,rep,MI,12.0,MI-12,D,DebDingell,RepDebDingell,D+26.99,D+31.14,Dingell,Debbie,,,https://debbiedingell.house.gov,116 Cannon House Office Building Washington DC 20515-2212,202-225-4071,,,RepDebbieDingell,,UCnoP3KLT-HOvzDfC1-I-9lQ,D000624,2251.0,N00036149,,H4MI12079,20818.0,412637,152482.0,Debbie Dingell,,21529.0,Debbie Dingell,democratic candidate for congress  mi-12 ,18505.0
310,Rashida Tlaib,F,rep,MI,13.0,MI-13,D,RashidaTlaib,RepRashida,D+62.42,D+65.39,Tlaib,Rashida,,,https://tlaib.house.gov,1628 Longworth House Office Building Washington DC 20515-2213,202-225-5126,,,,,,T000481,,N00042649,,H8MI13250,,412787,105368.0,Rashida Tlaib,,21975.0,Rashida Tlaib,unbossed congresswoman  michigan13th  detroiter  palestinian american  muslima   rootedincommunity,1454218.0
311,Brenda L. Lawrence,F,rep,MI,14.0,MI-14,D,BrendaLLawrence,RepLawrence,D+59.72,D+62.81,Lawrence,Brenda,L.,,https://lawrence.house.gov,2463 Rayburn House Office Building Washington DC 20515-2214,202-225-5802,,,3.9576E+14,,UCf0USy9GNigkB8O9sS1dodw,L000581,2252.0,N00034068,,H2MI14111,79924.0,412638,78851.0,Brenda Lawrence (Michigan),,21530.0,Brenda Lawrence,campaign account for congresswoman brenda lawrence  democrat from michigan s 14th district  fighting for jobs  education  transportation   teambrenda,8279.0
312,Jim Hagedorn,M,rep,MN,1.0,MN-1,R,JimHagedornMN,RepHagedorn,R+10.99,R+11.58,Hagedorn,Jim,,,https://hagedorn.house.gov,1433 Longworth House Office Building Washington DC 20515-2301,202-225-2472,,,,,,H001088,,N00031390,,H0MN01045,,412788,146027.0,Jim Hagedorn,,21929.0,Jim Hagedorn,congressman  minnesota\xe2\x80\x99s first district,3714.0
313,Angie Craig,F,rep,MN,2.0,MN-2,D,AngieCraigMN,RepAngieCraig,R+2.29,R+2.89,Craig,Angie,,,https://craig.house.gov,2442 Rayburn House Office Building Washington DC 20515-2302,202-225-2271,,,,,,C001119,,N00037039,,H6MN02131,,412789,166261.0,Angie Craig,,21910.0,Angie Craig,mother to 4 boys  wife  congresswoman in  mn02  grey\xe2\x80\x99s anatomy  country music  lynx fan ,20474.0
314,Dean Phillips,M,rep,MN,3.0,MN-3,D,deanbphillips,RepDeanPhillips,D+5.01,D+4.41,Phillips,Dean,,,https://phillips.house.gov,2452 Rayburn House Office Building Washington DC 20515-2303,202-225-2871,,,,,,P000616,,N00041134,,H8MN03143,,412790,181357.0,Dean Phillips,,21953.0,Dean Phillips,lifelong minnesotan  entrepreneur  hockey and state fair enthusiast  and congressman for  mn03  i choose optimism over fear  and everyone\xe2\x80\x99s invited ,15415.0
315,Betty McCollum,F,rep,MN,4.0,MN-4,D,VoteBetty,BettyMcCollum04,D+28.08,D+27.51,McCollum,Betty,Louise,,https://mccollum.house.gov,2256 Rayburn House Office Building Washington DC 20515-2304,202-225-6631,,http://mccollum.house.gov/rss.xml,repbettymccollum,BMcCollum04,UC3sZJSdiZo2EBHbsOlsnI7A,M001143,1653.0,N00012942,,H0MN04049,86670.0,400259,3812.0,Betty McCollum,,20122.0,Betty McCollum,official twitter account for rep  betty mccollum s campaign - updates  news  events  and ways to get involved  rt\xe2\x89\xa0endorsements  tweets from betty signed -b,1369.0
316,Ilhan Omar,F,rep,MN,5.0,MN-5,D,IlhanMN,Ilhan,D+51.78,D+51.31,Omar,Ilhan,,,https://omar.house.gov,1730 Longworth House Office Building Washington DC 20515-2305,202-225-4755,,,,,,O000173,,N00043581,,H8MN05239,,412791,171628.0,Ilhan Omar,,21950.0,Ilhan Omar,mom  refugee and congresswoman for  mn05  progressive caucus whip  fighting for a more just world  join our grassroots funded progressive movement \xe2\x9c\xa8,2975143.0
317,Tom Emmer,M,rep,MN,6.0,MN-6,R,tomemmer,RepTomEmmer,R+23.65,R+24.23,Emmer,Tom,,,https://emmer.house.gov,315 Cannon House Office Building Washington DC 20515-2306,202-225-2331,,,reptomemmer,RepTomEmmer,,E000294,2253.0,N00035440,,H4MN06087,75567.0,412639,38894.0,Tom Emmer,,21531.0,Tom Emmer,campaign account of tom emmer  mn-06    nrcc chair  working to balance the budget and rein in government spending ,10670.0
318,Michelle Fischbach,F,rep,MN,7.0,MN-7,R,FischbachMN7,RepFischbach,R+25.32,R+25.89,Fischbach,Michelle,Louise Helene,,https://fischbach.house.gov,1237 Longworth House Office Building Washington DC 20515-2307,202-225-2165,,,,,,F000470,,,,H0MN07091,,456828,,Michelle Fischbach,,,Michelle Fischbach,michelle fischbach is the congresswoman for western minnesota\xe2\x80\x99s 7th district   mn07,8832.0
319,Pete Stauber,M,rep,MN,8.0,MN-8,R,PeteStauber,RepPeteStauber,R+10.09,R+10.68,Stauber,Pete,,,https://stauber.house.gov,461 Cannon House Office Building Washington DC 20515-2308,202-225-6211,,,,,,S001212,,N00041511,,H8MN08043,,412792,159954.0,Pete Stauber,,21969.0,Pete Stauber,fighting for our way of life  this is my campaign account  if you were looking for my house of representatives account  please visit  reppetestauber ,6430.0
320,Cori Bush,F,rep,MO,1.0,MO-1,D,CoriBush,RepCori,D+55.63,D+54.27,Bush,Cori,,,https://bush.house.gov,563 Cannon House Office Building Washington DC 20515-2501,202-225-2406,,,,,,B001224,,,,H8MO01143,,456829,,Cori Bush,,,Cori Bush,congresswoman  mo-01  nurse  activist  organizer  single mom    pastor  leading with radical love  fighting for regular people   stlouisstrong  she/her ,792464.0
321,Ann Wagner,F,rep,MO,2.0,MO-2,R,AnnLWagner,RepAnnWagner,R+15.61,R+17.46,Wagner,Ann,,,https://wagner.house.gov,2350 Rayburn House Office Building Washington DC 20515-2502,202-225-1621,,http://wagner.house.gov/rss.xml,RepAnnWagner,,UCy2v2DXXvQnbRc8Zx77Dnsg,W000812,2137.0,N00033106,,H2MO02102,82702.0,412548,136083.0,Ann Wagner,,21337.0,Ann Wagner,conservative republican multi-tasker  wife  mother of three  proud west point mom ,4957.0
322,Blaine Luetkemeyer,M,rep,MO,3.0,MO-3,R,LuetkemeyerB,RepBlaine,R+38.14,R+39.78,Luetkemeyer,Blaine,,,https://luetkemeyer.house.gov,2230 Rayburn House Office Building Washington DC 20515-2503,202-225-2956,,http://luetkemeyer.house.gov/news/rss.aspx,BlaineLuetkemeyer,BLuetkemeyer,UCifiiQclKbBBrkSbCnN6REg,L000569,1931.0,N00030026,,H8MO09153,1031348.0,412292,20400.0,Blaine Luetkemeyer,,20926.0,Blaine Luetkemeyer,conservative congressman  mo-3   husband  father   grandfather ,1503.0
323,Vicky Hartzler,F,rep,MO,4.0,MO-4,R,VickyH4Congress,RepHartzler,R+35.77,R+37.44,Hartzler,Vicky,,,https://hartzler.house.gov,2235 Rayburn House Office Building Washington DC 20515-2504,202-225-2876,,http://hartzler.house.gov/rss.xml,Congresswoman.Hartzler,repvickyhartzler,UCAvttUz6qBVEJiFt7p_MZxw,H001053,2032.0,N00031005,,H0MO04086,95050.0,412444,8783.0,Vicky Hartzler,,21149.0,Vicky Hartzler,official campaign twitter account  common-sense  pro-life conservative seeking re-election to represent missouri s 4th district in the u s  house ,792.0
324,Emanuel Cleaver,M,rep,MO,5.0,MO-5,D,Vote4Cleaver,RepCleaver,D+11.99,D+10.11,Cleaver,Emanuel,,II,https://cleaver.house.gov,2335 Rayburn House Office Building Washington DC 20515-2505,202-225-4535,,http://cleaver.house.gov/rss.xml,emanuelcleaverii,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,C001061,1790.0,N00026790,,H4MO05234,10933.0,400639,39507.0,Emanuel Cleaver,,20517.0,Emanuel Cleaver,official campaign twitter account for  cleaverforcongress  u s  rep  for mo s 5th dist  proud democrat  rt/shares not considered endorsements ,1143.0
325,Sam Graves,M,rep,MO,6.0,MO-6,R,RepSamGraves,RepSamGraves,R+31.81,R+33.52,Graves,Sam,B.,,https://graves.house.gov,1135 Longworth House Office Building Washington DC 20515-2506,202-225-7041,,http://graves.house.gov/common/rss/index.cfm?rss=25,1.18515E+11,,UCdg2ybvoHsSW6t7iJnKHlNg,G000546,1656.0,N00013323,,H0MO06073,89873.0,400158,9425.0,Sam Graves,,20124.0,Sam Graves,proudly representing missouri s sixth congressional district,14982.0
326,Billy Long,M,rep,MO,7.0,MO-7,R,auctnr1,USRepLong,R+46.41,R+47.92,Long,Billy,,,https://long.house.gov,2454 Rayburn House Office Building Washington DC 20515-2507,202-225-6536,,http://long.house.gov/common/rss//index.cfm?rss=49,Rep.Billy.Long,MOdistrict7,UCLQcbyxpHXXAsUJckscQY8g,L000576,2033.0,N00030676,,H0MO07113,61880.0,412445,123401.0,Billy Long,,21150.0,Billy Long,proud to represent missouri s 7th congressional district on  housecommerce committee \xe2\x80\xa2 subcommittees on \xe2\x80\xa2 communications   technology \xe2\x80\xa2 health \xe2\x80\xa2 environment \xe2\x80\xa2,9397.0
327,Jason Smith,M,rep,MO,8.0,MO-8,R,JasonSmithMO,RepJasonSmith,R+51.07,R+52.5,Smith,Jason,T.,,https://jasonsmith.house.gov,2418 Rayburn House Office Building Washington DC 20515-2508,202-225-4404,,http://jasonsmith.house.gov/rss.xml,repjasonsmith,RepJasonSmith,UCzj9-27Lr4gcqopmZAobXXg,S001195,2191.0,N00035282,,H4MO08162,71083.0,412596,59318.0,Jason Smith (Missouri representative),,21373.0,Jason Smith (politician),honored to represent the families of missouri s eighth district in the united states house of representatives   mo8,12369.0
328,Gregorio Kilili Camacho Sablan,M,rep,MP,0.0,MP-1,D,Kilili_Sablan,Kilili_Sablan,,,Sablan,Gregorio,Kilili Camacho,,https://sablan.house.gov,2267 Rayburn House Office Building Washington DC 20515-5201,202-225-2646,,http://sablan.house.gov/rss.xml,1.53424E+11,CongressmanSablan,UC-fbzxBSiC98eAE2goaANVQ,S001177,1962.0,N00030418,,H8MP00041,1031366.0,412312,110903.0,,,,Gregorio Sablan,us delegate for the northern mariana islands \xf0\x9f\x87\xb2\xf0\x9f\x87\xb5  member of  edlaborcmte   nrdems   vetaffairsdems   houseagdems   capac    hispaniccaucus,1749.0
329,Trent Kelly,M,rep,MS,1.0,MS-1,R,KellyforMS01,reptrentkelly,R+29.99,R+29.32,Kelly,Trent,,,https://trentkelly.house.gov,2243 Rayburn House Office Building Washington DC 20515-2401,202-225-4306,,,reptrentkelly,,UCtDrz-8tdg4ZgOAQHToSWaQ,K000388,2294.0,N00037003,,H6MS01131,97322.0,412673,156389.0,Trent Kelly,,21561.0,Trent Kelly,,396.0
330,Bennie G. Thompson,M,rep,MS,2.0,MS-2,D,BGThompsonMS,BennieGThompson,D+30.44,D+31.11,Thompson,Bennie,G.,,https://benniethompson.house.gov,2466 Rayburn House Office Building Washington DC 20515-2402,202-225-5876,,http://benniethompson.house.gov/index.php?format=feed&amp;type=rss,CongressmanBennieGThompson,RepBennieThompson,UCzt2pBxh0dI24kYrWretXRw,T000193,1151.0,N00003288,,H4MS02068,7304.0,400402,26929.0,Bennie Thompson,,29368.0,Bennie Thompson,campaign account  for u s  \xf0\x9f\x87\xba\xf0\x9f\x87\xb8representative candidate for mississippi s 2nd congressional district ,422.0
331,Michael Guest,M,rep,MS,3.0,MS-3,R,GuestCongress,RepMichaelGuest,R+22.99,R+22.28,Guest,Michael,,,https://guest.house.gov,418 Cannon House Office Building Washington DC 20515-2403,202-225-5031,,,,,,G000591,,N00042458,,H8MS03125,,412793,,Michael Guest,,21927.0,Michael Guest (politician),united states congressman for mississippi s third district ,1972.0
332,Steven M. Palazzo,M,rep,MS,4.0,MS-4,R,StevenPalazzo,CongPalazzo,R+39.29,R+38.7,Palazzo,Steven,M.,,https://palazzo.house.gov,2349 Rayburn House Office Building Washington DC 20515-2404,202-225-5772,,http://palazzo.house.gov/rss.xml,stevenpalazzo,CongressmanPalazzo,UCtPOy2vRbN2nD8dQPSOTXeA,P000601,2035.0,N00031958,,H0MS04120,61886.0,412443,69521.0,Steven Palazzo,,21148.0,Steven Palazzo,father of three   marine veteran and currently in the national guard  cpa and former small business owner   proud to represent mississippi values in congress ,2773.0
333,Matthew M. Rosendale,M,rep,MT,0.0,MT-1,R,MattForMontana,RepRosendale,R+17.95,R+18.36,Rosendale,Matthew,Martin,Sr.,https://rosendale.house.gov,1037 Longworth House Office Building Washington DC 20515-2600,202-225-3211,,,,,,R000103,,,,H4MT00050,,456830,120815.0,Matthew Rosendale,,,Matt Rosendale,wife  jean  35 yrs   sons  matt jr  brien   adam  congressman-elect for the state of montana   mtpol  mtal  teamrosendale,11424.0
334,G. K. Butterfield,M,rep,NC,1.0,NC-1,D,GKButterfield,GKButterfield,D+35,D+11.44,Butterfield,George,Kenneth,Jr.,https://butterfield.house.gov,2080 Rayburn House Office Building Washington DC 20515-3301,202-225-3101,,http://butterfield.house.gov/rss/press-releases.xml/,congressmangkbutterfield,GKBNC01,UCbodCVgLfcbaep49L1M-mqA,B001251,1761.0,N00027035,,H4NC01046,1013540.0,400616,41077.0,G.K. Butterfield,,20340.0,G. K. Butterfield,u s  representative  proudly serving north carolina s 1st congressional district  follow my work in washington and  nc01 ,22571.0
335,Deborah K. Ross,F,rep,NC,2.0,NC-2,D,DeborahRossNC,RepDeborahRoss,R+12.7,D+20.48,Ross,Deborah,Koff,,https://ross.house.gov,1208 Longworth House Office Building Washington DC 20515-3302,202-225-3032,,,,,,R000305,,,,H0NC02125,,456831,,Deborah Ross,,,Deborah K. Ross,congresswoman for  nc02  proud north carolinian and strong voice for all in our state  wife to steve  dog mom to wylie  and former  ncga ,9492.0
336,Gregory F. Murphy,M,rep,NC,3.0,NC-3,R,GregMurphyMD,RepGregMurphy,R+23.66,R+23.25,Murphy,Gregory,Francis,,https://gregmurphy.house.gov,313 Cannon House Office Building Washington DC 20515-3303,202-225-3415,,,RepGregMurphy,,,M001210,,N00044027,,H0NC03172,,412845,166135.0,Gregory Murphy,,21987.0,Greg Murphy (politician),husband \xe2\x80\xa2 father \xe2\x80\xa2 physician \xe2\x80\xa2 member of congress  nc3 ,2584.0
337,David E. Price,M,rep,NC,4.0,NC-4,D,RepDavidEPrice,RepDavidEPrice,D+34.8,D+30.42,Price,David,E.,,https://price.house.gov,2108 Rayburn House Office Building Washington DC 20515-3304,202-225-1784,,http://price.house.gov/index.php?format=feed&amp;type=rss,RepDavidEPrice,RepDavidPrice,UCtX7bSXBLF9ge-Q955n5Vqw,P000523,930.0,N00002260,,H6NC04037,6748.0,400326,119.0,David Price,,15438.0,David Price (American politician),i am proud to represent nc s 4th congressional district  which includes orange  granville  franklin  and durham and parts of chatham  vance  and wake counties ,36586.0
338,Virginia Foxx,F,rep,NC,5.0,NC-5,R,foxxforcongress,VirginiaFoxx,R+18.43,R+34.65,Foxx,Virginia,,,https://foxx.house.gov,2462 Rayburn House Office Building Washington DC 20515-3305,202-225-2071,,http://foxx.house.gov/common/rss/?rss=55,RepVirginiaFoxx,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,F000450,1791.0,N00026166,,H4NC05146,1013052.0,400643,6051.0,Virginia Foxx,,20521.0,Virginia Foxx,virginia foxx is a voice for north carolina values and a champion of conservative ideas   nc05  teamfoxx,2155.0
339,Kathy E. Manning,F,rep,NC,6.0,NC-6,D,KathyManningNC,RepKManning,R+16,D+19.34,Manning,Kathy,Ellen,,https://manning.house.gov,415 Cannon House Office Building Washington DC 20515-3306,202-225-3065,,,,,,M001135,,,,H8NC13067,,456832,,,,,Kathy Manning,mom  wife  attorney  community leader  and representative for  nc06  this is a political account ,7538.0
340,David Rouzer,M,rep,NC,7.0,NC-7,R,DavidRouzer,RepDavidRouzer,R+18,R+19.29,Rouzer,David,,,https://rouzer.house.gov,2333 Rayburn House Office Building Washington DC 20515-3307,202-225-2731,,,RepRouzer,,UCBvOxpqoGi1HlHjX9v_gHZw,R000603,2256.0,N00033527,,H2NC07096,79710.0,412641,102964.0,David Rouzer,,21544.0,David Rouzer,i have the privilege of representing the great people of north carolina s 7th congressional district   nc07,2863.0
341,Richard Hudson,M,rep,NC,8.0,NC-8,R,RichHudson,RepRichHudson,R+15.4,R+8.45,Hudson,Richard,,,https://hudson.house.gov,2112 Rayburn House Office Building Washington DC 20515-3308,202-225-3715,,http://hudson.house.gov/rss.xml,RepRichHudson,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,H001067,2140.0,N00033630,,H2NC08185,79622.0,412550,136448.0,Richard Hudson,,21346.0,Richard Hudson (American politician),christian \xf0\x9f\x99\x8fhusband   father \xf0\x9f\x91\xaa  nascar fan \xf0\x9f\x8f\x81  panthers \xf0\x9f\x8f\x88  congressman\xf0\x9f\x87\xba\xf0\x9f\x87\xb8  nc-o8\xf0\x9f\x93\x8d,3513.0
342,Dan Bishop,M,rep,NC,9.0,NC-9,R,jdanbishop,RepDanBishop,R+13.56,R+11.45,Bishop,Dan,,,https://danbishop.house.gov,1207 Longworth House Office Building Washington DC 20515-3309,202-225-1976,,,repdanbishop,,,B001311,,N00044335,,H0NC09187,,412844,92423.0,Dan Bishop,,21986.0,Dan Bishop,proud representative of north carolina\xe2\x80\x99s 9th congressional district fighting for america  freedom   the america first agenda  \xf0\x9f\x87\xba\xf0\x9f\x87\xb8,13771.0
343,Patrick T. McHenry,M,rep,NC,10.0,NC-10,R,McHenryCampaign,PatrickMcHenry,R+24.4,R+36.71,McHenry,Patrick,T.,,https://mchenry.house.gov,2004 Rayburn House Office Building Washington DC 20515-3310,202-225-2576,,http://mchenry.house.gov/news/rss.aspx,CongressmanMcHenry,CongressmanMcHenry,UCY3PTRhkSH-eoltxPVZKD-w,M001156,1792.0,N00026627,,H4NC10047,1007062.0,400644,21031.0,Patrick T. McHenry,,20522.0,Patrick McHenry,check back for campaign trail updates from congressman mchenry and his campaign team ,1271.0
344,Madison Cawthorn,M,rep,NC,11.0,NC-11,R,CawthornforNC,RepCawthorn,R+28.26,R+16.31,Cawthorn,David,,,https://cawthorn.house.gov,102 Cannon House Office Building Washington DC 20515-3311,202-225-6401,,,,,,C001104,,,,H0NC11233,,456833,,Madison Cawthorn,,,Madison Cawthorn,conservative \xe2\x80\xa2 business owner \xe2\x80\xa2 political activist \xe2\x80\xa2 i love people  food and our country \xe2\x80\xa2 congressman for nc-11,258245.0
345,Alma S. Adams,F,rep,NC,12.0,NC-12,D,AlmaforCongress,RepAdams,D+36.87,D+35.63,Adams,Alma,S.,,https://adams.house.gov,2436 Rayburn House Office Building Washington DC 20515-3312,202-225-1510,,,CongresswomanAdams,,UCPI9ao1Cr1nxEUD2r-usRjQ,A000370,2201.0,N00035451,,H4NC12100,76386.0,412607,5935.0,Alma Adams,,21545.0,Alma Adams,rep  alma adams  running for reelection to represent charlotte   mecklenburg county  40 year educator  30 year public servant  proud mother   grandmother   nc12,4698.0
